id,account_id,occurred_at,standard_qty,gloss_qty,poster_qty,total,standard_amt_usd,gloss_amt_usd,poster_amt_usd,total_amt_usd
863,1571,2016-06-09 23:59:00,493,0,0,493,2460.07,0,0,2460.07
864,1571,2016-07-08 13:49:00,493,1,16,510,2460.07,7.49,129.92,2597.48
865,1571,2016-08-06 23:40:00,490,0,14,504,2445.1,0,113.68,2558.78
866,1571,2016-09-04 04:43:00,496,6,30,532,2475.04,44.94,243.6,2763.58
867,1571,2016-10-03 15:44:00,556,4,39,599,2774.44,29.96,316.68,3121.08
868,1571,2016-11-01 22:15:00,490,22,11,523,2445.1,164.78,89.32,2699.2
869,1571,2016-12-01 07:20:00,493,49,50,592,2460.07,367.01,406,3233.08
870,1571,2016-12-31 03:50:00,499,30,5,534,2490.01,224.7,40.6,2755.31
871,1581,2016-04-07 03:11:00,103,37,48,188,513.97,277.13,389.76,1180.86
872,1581,2016-05-07 06:47:00,349,21,19,389,1741.51,157.29,154.28,2053.08
873,1581,2016-06-06 16:36:00,118,1467,35,1620,588.82,10987.83,284.2,11860.85
874,1581,2016-07-05 11:17:00,80,38,45,163,399.2,284.62,365.4,1049.22
875,1581,2016-08-03 19:58:00,139,20,30,189,693.61,149.8,243.6,1087.01
876,1581,2016-09-02 10:52:00,107,29,120,256,533.93,217.21,974.4,1725.54
877,1581,2016-10-02 21:08:00,150,19,0,169,748.5,142.31,0,890.81
878,1581,2016-11-01 09:30:00,100,38,12,150,499,284.62,97.44,881.06
879,1581,2016-12-31 18:50:00,77,27,0,104,384.23,202.23,0,586.46
880,1591,2016-12-22 14:25:00,457,4,16,477,2280.43,29.96,129.92,2440.31
881,1601,2013-12-14 09:19:00,516,0,122,638,2574.84,0,990.64,3565.48
882,1601,2014-01-12 19:58:00,492,7,21,520,2455.08,52.43,170.52,2678.03
883,1601,2014-02-11 17:13:00,521,0,30,551,2599.79,0,243.6,2843.39
884,1601,2014-03-13 22:01:00,502,0,22,524,2504.98,0,178.64,2683.62
885,1601,2014-04-11 00:37:00,472,18,13,503,2355.28,134.82,105.56,2595.66
886,1601,2014-05-10 11:26:00,483,24,78,585,2410.17,179.76,633.36,3223.29
887,1601,2014-06-09 01:01:00,489,4,8,501,2440.11,29.96,64.96,2535.03
888,1601,2014-07-08 17:59:00,507,15,0,522,2529.93,112.35,0,2642.28
889,1601,2014-08-07 14:24:00,471,8,0,479,2350.29,59.92,0,2410.21
890,1601,2014-09-05 22:07:00,484,252,7,743,2415.16,1887.48,56.84,4359.48
891,1601,2014-10-04 13:09:00,490,10,12,512,2445.1,74.9,97.44,2617.44
892,1601,2014-11-02 05:33:00,473,0,11,484,2360.27,0,89.32,2449.59
893,1601,2014-12-02 12:06:00,483,6,15,504,2410.17,44.94,121.8,2576.91
894,1601,2015-01-01 11:17:00,494,11,12,517,2465.06,82.39,97.44,2644.89
895,1601,2015-01-31 23:55:00,476,14,13,503,2375.24,104.86,105.56,2585.66
896,1601,2015-03-01 18:00:00,510,8,26,544,2544.9,59.92,211.12,2815.94
897,1601,2015-03-31 18:50:00,486,605,11,1102,2425.14,4531.45,89.32,7045.91
898,1601,2015-04-30 11:47:00,501,14,0,515,2499.99,104.86,0,2604.85
899,1601,2015-05-29 14:03:00,45,10,19,74,224.55,74.9,154.28,453.73
900,1601,2015-06-27 22:36:00,502,46,5,553,2504.98,344.54,40.6,2890.12
901,1601,2015-07-27 23:43:00,495,16,11,522,2470.05,119.84,89.32,2679.21
902,1601,2015-08-25 17:01:00,564,0,4,568,2814.36,0,32.48,2846.84
903,1601,2015-09-23 05:18:00,508,21,18,547,2534.92,157.29,146.16,2838.37
904,1601,2015-10-22 01:25:00,514,23,19,556,2564.86,172.27,154.28,2891.41
905,1601,2015-11-20 19:00:00,488,0,0,488,2435.12,0,0,2435.12
906,1601,2015-12-19 21:46:00,503,58,19,580,2509.97,434.42,154.28,3098.67
907,1601,2016-01-17 22:42:00,467,3,8,478,2330.33,22.47,64.96,2417.76
908,1601,2016-02-16 22:17:00,505,15,4,524,2519.95,112.35,32.48,2664.78
909,1601,2016-03-16 19:40:00,489,15,17,521,2440.11,112.35,138.04,2690.5
910,1601,2016-04-14 18:39:00,482,1,11,494,2405.18,7.49,89.32,2501.99
911,1601,2016-05-13 12:57:00,503,0,35,538,2509.97,0,284.2,2794.17
912,1601,2016-06-12 12:58:00,0,19,1,20,0,142.31,8.12,150.43
913,1601,2016-07-12 06:23:00,499,20,97,616,2490.01,149.8,787.64,3427.45
914,1601,2016-08-11 19:52:00,491,8,12,511,2450.09,59.92,97.44,2607.45
915,1601,2016-09-09 17:00:00,491,0,44,535,2450.09,0,357.28,2807.37
916,1601,2016-10-09 11:00:00,564,19,3,586,2814.36,142.31,24.36,2981.03
917,1601,2016-11-07 12:07:00,609,3,0,612,3038.91,22.47,0,3061.38
918,1601,2016-12-06 13:14:00,496,0,16,512,2475.04,0,129.92,2604.96
919,1611,2015-10-04 21:49:00,479,30,0,509,2390.21,224.7,0,2614.91
920,1611,2015-11-03 21:58:00,499,2,0,501,2490.01,14.98,0,2504.99
921,1611,2015-12-02 02:39:00,483,0,14,497,2410.17,0,113.68,2523.85
922,1611,2015-12-31 20:44:00,508,6,14,528,2534.92,44.94,113.68,2693.54
923,1611,2016-01-29 15:20:00,525,15,0,540,2619.75,112.35,0,2732.1
924,1611,2016-02-28 20:20:00,500,13,20,533,2495,97.37,162.4,2754.77
925,1611,2016-03-28 21:18:00,430,0,0,430,2145.7,0,0,2145.7
926,1611,2016-04-27 11:11:00,428,36,0,464,2135.72,269.64,0,2405.36
927,1611,2016-05-26 20:15:00,3,0,10,13,14.97,0,81.2,96.17
928,1611,2016-06-24 20:34:00,494,13,0,507,2465.06,97.37,0,2562.43
929,1611,2016-07-23 06:27:00,530,18,0,548,2644.7,134.82,0,2779.52
930,1611,2016-08-21 18:58:00,495,30,13,538,2470.05,224.7,105.56,2800.31
931,1611,2016-09-20 06:16:00,0,9,17,26,0,67.41,138.04,205.45
932,1611,2016-10-20 01:00:00,494,7,74,575,2465.06,52.43,600.88,3118.37
933,1611,2016-11-19 17:10:00,497,4,19,520,2480.03,29.96,154.28,2664.27
934,1611,2016-12-18 09:35:00,506,2,21,529,2524.94,14.98,170.52,2710.44
935,1621,2016-12-07 08:07:00,84,82,42,208,419.16,614.18,341.04,1374.38
936,1631,2016-05-10 04:09:00,86,130,59,275,429.14,973.7,479.08,1881.92
937,1631,2016-06-09 19:35:00,92,24,27,143,459.08,179.76,219.24,858.08
938,1631,2016-08-07 15:57:00,103,12,31,146,513.97,89.88,251.72,855.57
939,1631,2016-10-05 10:21:00,108,50,26,184,538.92,374.5,211.12,1124.54
940,1631,2016-11-03 18:13:00,98,18,34,150,489.02,134.82,276.08,899.92
941,1631,2016-12-02 05:56:00,91,48,0,139,454.09,359.52,0,813.61
942,1631,2016-12-31 13:56:00,110,0,0,110,548.9,0,0,548.9
943,1641,2016-09-10 11:41:00,316,24,16,356,1576.84,179.76,129.92,1886.52
944,1641,2016-10-09 14:03:00,372,0,18,390,1856.28,0,146.16,2002.44
945,1641,2016-11-07 10:16:00,291,39,0,330,1452.09,292.11,0,1744.2
946,1641,2016-12-06 06:31:00,297,0,41,338,1482.03,0,332.92,1814.95
947,1651,2014-07-12 10:04:00,149,12,0,161,743.51,89.88,0,833.39
948,1651,2014-08-11 05:43:00,153,0,33,186,763.47,0,267.96,1031.43
949,1651,2014-09-09 22:15:00,40,0,0,40,199.6,0,0,199.6
950,1651,2014-10-08 06:15:00,159,0,15,174,793.41,0,121.8,915.21
951,1651,2014-12-06 15:53:00,175,5,7,187,873.25,37.45,56.84,967.54
952,1651,2015-01-04 00:46:00,199,16,0,215,993.01,119.84,0,1112.85
953,1651,2015-02-03 07:24:00,90,5,0,95,449.1,37.45,0,486.55
954,1651,2015-03-04 20:52:00,151,0,0,151,753.49,0,0,753.49
955,1651,2015-04-02 15:55:00,100,14,24,138,499,104.86,194.88,798.74
956,1651,2015-05-02 03:04:00,153,9,0,162,763.47,67.41,0,830.88
957,1651,2015-05-31 13:15:00,139,15,27,181,693.61,112.35,219.24,1025.2
958,1651,2015-06-29 13:46:00,141,14,16,171,703.59,104.86,129.92,938.37
959,1651,2015-07-28 16:37:00,149,28,0,177,743.51,209.72,0,953.23
960,1651,2015-08-28 00:12:00,138,38,12,188,688.62,284.62,97.44,1070.68
961,1651,2015-09-25 01:27:00,157,30,115,302,783.43,224.7,933.8,1941.93
962,1651,2015-10-25 04:54:00,131,0,0,131,653.69,0,0,653.69
963,1651,2015-11-23 16:42:00,167,9,0,176,833.33,67.41,0,900.74
964,1651,2015-12-22 01:54:00,128,11,0,139,638.72,82.39,0,721.11
965,1651,2016-01-20 07:52:00,158,21,12,191,788.42,157.29,97.44,1043.15
966,1651,2016-02-18 04:35:00,150,5,0,155,748.5,37.45,0,785.95
967,1651,2016-03-19 01:08:00,162,15,0,177,808.38,112.35,0,920.73
968,1651,2016-04-18 11:48:00,144,13,0,157,718.56,97.37,0,815.93
969,1651,2016-05-18 02:15:00,259,20,5,284,1292.41,149.8,40.6,1482.81
970,1651,2016-06-16 13:07:00,146,24,0,170,728.54,179.76,0,908.3
971,1651,2016-07-16 15:30:00,143,3,0,146,713.57,22.47,0,736.04
972,1651,2016-08-15 20:53:00,23,0,9,32,114.77,0,73.08,187.85
973,1651,2016-09-14 02:08:00,161,206,7,374,803.39,1542.94,56.84,2403.17
974,1651,2016-10-13 00:50:00,188,3,14,205,938.12,22.47,113.68,1074.27
975,1651,2016-11-12 02:56:00,130,13,10,153,648.7,97.37,81.2,827.27
976,1651,2016-12-12 04:53:00,161,0,2,163,803.39,0,16.24,819.63
977,1661,2016-05-26 03:36:00,517,2,96,615,2579.83,14.98,779.52,3374.33
978,1661,2016-06-24 07:44:00,482,0,735,1217,2405.18,0,5968.2,8373.38
979,1661,2016-07-23 17:06:00,500,0,13,513,2495,0,105.56,2600.56
980,1661,2016-08-22 00:25:00,497,0,12,509,2480.03,0,97.44,2577.47
981,1661,2016-09-21 17:15:00,487,8,7,502,2430.13,59.92,56.84,2546.89
982,1661,2016-10-21 11:54:00,479,8,3,490,2390.21,59.92,24.36,2474.49
983,1661,2016-11-19 22:53:00,586,23,0,609,2924.14,172.27,0,3096.41
984,1661,2016-12-18 18:47:00,501,0,10,511,2499.99,0,81.2,2581.19
985,1671,2016-06-29 18:08:00,149,9,6,164,743.51,67.41,48.72,859.64
986,1681,2016-04-17 23:02:00,313,35,12,360,1561.87,262.15,97.44,1921.46
987,1681,2016-05-16 22:14:00,294,25,21,340,1467.06,187.25,170.52,1824.83
988,1681,2016-06-15 10:50:00,343,350,71,764,1711.57,2621.5,576.52,4909.59
989,1681,2016-07-15 14:10:00,311,63,18,392,1551.89,471.87,146.16,2169.92
990,1681,2016-08-13 13:48:00,284,31,1,316,1417.16,232.19,8.12,1657.47
991,1681,2016-09-11 08:43:00,896,25,183,1104,4471.04,187.25,1485.96,6144.25
992,1681,2016-10-11 23:55:00,309,24,12,345,1541.91,179.76,97.44,1819.11
993,1681,2016-11-09 06:19:00,321,30,13,364,1601.79,224.7,105.56,1932.05
994,1681,2016-12-08 04:46:00,742,0,43,785,3702.58,0,349.16,4051.74
995,1691,2016-01-13 12:00:00,501,2,18,521,2499.99,14.98,146.16,2661.13
996,1691,2016-02-11 05:04:00,571,26,22,619,2849.29,194.74,178.64,3222.67
997,1691,2016-03-11 21:22:00,503,44,0,547,2509.97,329.56,0,2839.53
998,1691,2016-04-10 11:22:00,504,16,10,530,2514.96,119.84,81.2,2716
999,1691,2016-05-10 09:35:00,504,0,0,504,2514.96,0,0,2514.96
1000,1691,2016-06-09 21:37:00,432,1,6,439,2155.68,7.49,48.72,2211.89
1001,1691,2016-07-08 20:45:00,476,0,0,476,2375.24,0,0,2375.24
1002,1691,2016-08-06 11:29:00,428,21,18,467,2135.72,157.29,146.16,2439.17
1003,1691,2016-09-05 06:06:00,499,10,0,509,2490.01,74.9,0,2564.91
1004,1691,2016-10-04 00:34:00,493,11,9,513,2460.07,82.39,73.08,2615.54
1005,1691,2016-11-03 21:12:00,494,0,0,494,2465.06,0,0,2465.06
1006,1691,2016-12-02 17:46:00,509,0,14,523,2539.91,0,113.68,2653.59
1007,1691,2016-12-31 07:05:00,0,3,24,27,0,22.47,194.88,217.35
1008,1701,2013-12-12 04:47:00,148,7,134,289,738.52,52.43,1088.08,1879.03
1009,1701,2014-01-11 11:13:00,145,0,0,145,723.55,0,0,723.55
1010,1701,2014-03-12 22:32:00,0,9,14,23,0,67.41,113.68,181.09
1011,1701,2014-04-10 00:58:00,127,3,23,153,633.73,22.47,186.76,842.96
1012,1701,2014-05-09 17:11:00,166,42,10,218,828.34,314.58,81.2,1224.12
1013,1701,2014-06-08 19:37:00,144,8,0,152,718.56,59.92,0,778.48
1014,1701,2014-07-07 11:12:00,147,0,0,147,733.53,0,0,733.53
1015,1701,2014-08-05 22:34:00,100,0,10,110,499,0,81.2,580.2
1016,1701,2014-09-05 00:26:00,122,4,0,126,608.78,29.96,0,638.74
1017,1701,2014-10-04 09:43:00,225,0,8,233,1122.75,0,64.96,1187.71
1018,1701,2014-11-03 20:34:00,142,9,17,168,708.58,67.41,138.04,914.03
1019,1701,2014-12-02 16:23:00,149,24,0,173,743.51,179.76,0,923.27
1020,1701,2014-12-31 06:56:00,135,3,16,154,673.65,22.47,129.92,826.04
1021,1701,2015-01-29 22:34:00,157,39,13,209,783.43,292.11,105.56,1181.1
1022,1701,2015-02-28 06:06:00,147,5,13,165,733.53,37.45,105.56,876.54
1023,1701,2015-03-30 12:32:00,157,2,54,213,783.43,14.98,438.48,1236.89
1024,1701,2015-04-28 22:17:00,166,29,0,195,828.34,217.21,0,1045.55
1025,1701,2015-05-27 01:41:00,162,0,1,163,808.38,0,8.12,816.5
1026,1701,2015-06-26 22:22:00,172,28,38,238,858.28,209.72,308.56,1376.56
1027,1701,2015-07-26 08:21:00,147,7,0,154,733.53,52.43,0,785.96
1028,1701,2015-08-25 04:44:00,85,19,5,109,424.15,142.31,40.6,607.06
1029,1701,2015-09-24 21:02:00,166,18,10,194,828.34,134.82,81.2,1044.36
1030,1701,2015-10-23 19:57:00,109,0,37,146,543.91,0,300.44,844.35
1031,1701,2016-01-21 20:31:00,158,27,17,202,788.42,202.23,138.04,1128.69
1032,1701,2016-02-19 23:12:00,116,5,0,121,578.84,37.45,0,616.29
1033,1701,2016-03-19 21:56:00,149,2,10,161,743.51,14.98,81.2,839.69
1034,1701,2016-04-18 16:24:00,147,9,0,156,733.53,67.41,0,800.94
1035,1701,2016-05-18 21:11:00,0,15,5,20,0,112.35,40.6,152.95
1036,1701,2016-07-15 13:20:00,162,114,3,279,808.38,853.86,24.36,1686.6
1037,1701,2016-08-14 12:16:00,140,0,18,158,698.6,0,146.16,844.76
1038,1701,2016-09-12 07:26:00,151,0,9,160,753.49,0,73.08,826.57
1039,1701,2016-10-12 17:14:00,151,41,10,202,753.49,307.09,81.2,1141.78
1040,1701,2016-11-10 04:27:00,143,18,17,178,713.57,134.82,138.04,986.43
1041,1701,2016-12-09 22:51:00,153,161,0,314,763.47,1205.89,0,1969.36
1042,1711,2015-07-10 04:53:00,507,16,14,537,2529.93,119.84,113.68,2763.45
1043,1711,2015-08-08 02:33:00,532,5,76,613,2654.68,37.45,617.12,3309.25
1044,1711,2015-09-06 02:06:00,485,3,14,502,2420.15,22.47,113.68,2556.3
1045,1711,2015-10-05 12:26:00,503,0,21,524,2509.97,0,170.52,2680.49
1046,1711,2015-11-04 11:03:00,492,21,0,513,2455.08,157.29,0,2612.37
1047,1711,2015-12-04 02:33:00,515,0,19,534,2569.85,0,154.28,2724.13
1048,1711,2016-01-02 20:45:00,504,14,9,527,2514.96,104.86,73.08,2692.9
1049,1711,2016-02-01 08:21:00,522,6,52,580,2604.78,44.94,422.24,3071.96
1050,1711,2016-03-01 17:13:00,507,31,21,559,2529.93,232.19,170.52,2932.64
1051,1711,2016-03-31 16:30:00,490,0,6,496,2445.1,0,48.72,2493.82
1052,1711,2016-04-29 04:52:00,493,1,476,970,2460.07,7.49,3865.12,6332.68
1053,1711,2016-05-29 00:11:00,555,18,5,578,2769.45,134.82,40.6,2944.87
1054,1711,2016-06-26 12:08:00,500,0,0,500,2495,0,0,2495
1055,1711,2016-07-26 00:38:00,486,0,19,505,2425.14,0,154.28,2579.42
1056,1711,2016-08-24 11:21:00,511,6,2,519,2549.89,44.94,16.24,2611.07
1057,1711,2016-09-22 08:29:00,487,5,43,535,2430.13,37.45,349.16,2816.74
1058,1711,2016-10-21 16:07:00,528,5,4,537,2634.72,37.45,32.48,2704.65
1059,1711,2016-11-19 07:32:00,504,18,22,544,2514.96,134.82,178.64,2828.42
1060,1711,2016-12-18 05:30:00,491,0,12,503,2450.09,0,97.44,2547.53
1061,1721,2016-06-21 11:19:00,113,31,0,144,563.87,232.19,0,796.06
1062,1721,2016-07-20 01:11:00,94,27,31,152,469.06,202.23,251.72,923.01
1063,1741,2015-05-23 00:01:00,587,14,11,612,2929.13,104.86,89.32,3123.31
1064,1741,2015-06-20 03:07:00,493,7,13,513,2460.07,52.43,105.56,2618.06
1065,1741,2015-07-19 13:44:00,514,13,28,555,2564.86,97.37,227.36,2889.59
1066,1741,2015-08-17 23:53:00,495,12,8,515,2470.05,89.88,64.96,2624.89
1067,1741,2015-09-15 05:07:00,543,0,0,543,2709.57,0,0,2709.57
1068,1741,2015-10-15 18:46:00,512,0,3,515,2554.88,0,24.36,2579.24
1069,1741,2015-11-14 13:18:00,491,3,16,510,2450.09,22.47,129.92,2602.48
1070,1741,2015-12-13 20:19:00,488,0,27,515,2435.12,0,219.24,2654.36
1071,1741,2016-01-12 21:06:00,526,25,0,551,2624.74,187.25,0,2811.99
1072,1741,2016-02-10 19:11:00,509,14,1,524,2539.91,104.86,8.12,2652.89
1073,1741,2016-03-10 00:41:00,479,0,23,502,2390.21,0,186.76,2576.97
1074,1741,2016-04-08 04:03:00,499,22,76,597,2490.01,164.78,617.12,3271.91
1075,1741,2016-05-07 15:21:00,520,0,30,550,2594.8,0,243.6,2838.4
1076,1741,2016-06-06 17:14:00,486,202,12,700,2425.14,1512.98,97.44,4035.56
1077,1741,2016-07-06 10:52:00,496,88,109,693,2475.04,659.12,885.08,4019.24
1078,1741,2016-08-04 00:23:00,500,1,9,510,2495,7.49,73.08,2575.57
1079,1741,2016-09-02 06:41:00,503,0,34,537,2509.97,0,276.08,2786.05
1080,1741,2016-10-01 09:11:00,508,43,1277,1828,2534.92,322.07,10369.24,13226.23
1081,1741,2016-10-31 00:30:00,493,17,305,815,2460.07,127.33,2476.6,5064
1082,1741,2016-11-30 19:13:00,524,64,121,709,2614.76,479.36,982.52,4076.64
1083,1741,2016-12-30 16:54:00,504,3,10,517,2514.96,22.47,81.2,2618.63
1084,1751,2013-12-12 17:49:00,150,0,3,153,748.5,0,24.36,772.86
1085,1751,2014-01-10 01:18:00,124,38,9,171,618.76,284.62,73.08,976.46
1086,1751,2014-02-09 16:35:00,127,1,0,128,633.73,7.49,0,641.22
1087,1751,2014-04-09 20:57:00,144,0,3,147,718.56,0,24.36,742.92
1088,1751,2014-05-09 09:09:00,133,0,0,133,663.67,0,0,663.67
1089,1761,2016-10-05 03:22:00,104,39,31,174,518.96,292.11,251.72,1062.79
1090,1761,2016-11-03 06:09:00,99,64,51,214,494.01,479.36,414.12,1387.49
1091,1761,2016-12-03 03:24:00,17,43,31,91,84.83,322.07,251.72,658.62
1092,1761,2017-01-01 17:34:00,62,28,124,214,309.38,209.72,1006.88,1525.98
1093,1771,2016-08-18 06:14:00,507,350,0,857,2529.93,2621.5,0,5151.43
1094,1771,2016-09-17 05:18:00,483,7,8,498,2410.17,52.43,64.96,2527.56
1095,1771,2016-10-17 22:50:00,734,33,19,786,3662.66,247.17,154.28,4064.11
1096,1771,2016-11-16 19:51:00,458,19,21,498,2285.42,142.31,170.52,2598.25
1097,1771,2016-12-15 08:45:00,465,0,0,465,2320.35,0,0,2320.35
1098,1781,2014-07-15 17:23:00,485,2,4,491,2420.15,14.98,32.48,2467.61
1099,1781,2014-08-13 03:40:00,403,0,74,477,2010.97,0,600.88,2611.85
1100,1781,2014-09-12 21:16:00,500,0,16,516,2495,0,129.92,2624.92
1101,1781,2014-10-12 08:05:00,488,26,4,518,2435.12,194.74,32.48,2662.34
1102,1781,2014-11-11 03:13:00,494,15,8,517,2465.06,112.35,64.96,2642.37
1103,1781,2014-12-10 07:51:00,518,0,16,534,2584.82,0,129.92,2714.74
1104,1781,2015-01-09 01:51:00,494,9,0,503,2465.06,67.41,0,2532.47
1105,1781,2015-02-08 21:10:00,560,108,94,762,2794.4,808.92,763.28,4366.6
1106,1781,2015-03-09 14:16:00,516,18,0,534,2574.84,134.82,0,2709.66
1107,1781,2015-04-08 19:17:00,496,20,3,519,2475.04,149.8,24.36,2649.2
1108,1781,2015-05-09 00:09:00,513,0,0,513,2559.87,0,0,2559.87
1109,1781,2015-06-07 06:31:00,496,12,26,534,2475.04,89.88,211.12,2776.04
1110,1781,2015-07-07 09:43:00,502,5,0,507,2504.98,37.45,0,2542.43
1111,1781,2015-08-06 13:50:00,479,0,5,484,2390.21,0,40.6,2430.81
1112,1781,2015-09-05 05:58:00,6043,8,8,6059,30154.57,59.92,64.96,30279.45
1113,1781,2015-10-05 03:09:00,497,646,1,1144,2480.03,4838.54,8.12,7326.69
1114,1781,2015-11-03 23:43:00,497,13,10,520,2480.03,97.37,81.2,2658.6
1115,1781,2015-12-02 21:53:00,499,0,11,510,2490.01,0,89.32,2579.33
1116,1781,2015-12-31 02:51:00,512,4,0,516,2554.88,29.96,0,2584.84
1117,1781,2016-01-30 10:03:00,495,13,45,553,2470.05,97.37,365.4,2932.82
1118,1781,2016-02-29 01:59:00,503,0,13,516,2509.97,0,105.56,2615.53
1119,1781,2016-03-30 21:44:00,505,0,15,520,2519.95,0,121.8,2641.75
1120,1781,2016-04-29 17:47:00,504,0,0,504,2514.96,0,0,2514.96
1121,1781,2016-05-29 00:19:00,505,5,0,510,2519.95,37.45,0,2557.4
1122,1781,2016-06-28 02:51:00,481,34,10,525,2400.19,254.66,81.2,2736.05
1123,1781,2016-07-28 01:27:00,685,0,0,685,3418.15,0,0,3418.15
1124,1781,2016-08-26 22:57:00,495,10,10,515,2470.05,74.9,81.2,2626.15
1125,1781,2016-09-24 02:14:00,491,12,20,523,2450.09,89.88,162.4,2702.37
1126,1781,2016-10-24 11:18:00,522,13,0,535,2604.78,97.37,0,2702.15
1127,1781,2016-11-22 17:21:00,492,10,2,504,2455.08,74.9,16.24,2546.22
1128,1781,2016-12-22 21:37:00,531,2,11,544,2649.69,14.98,89.32,2753.99
1129,1791,2013-12-09 15:39:00,481,0,0,481,2400.19,0,0,2400.19
1130,1791,2014-01-07 00:36:00,493,53,0,546,2460.07,396.97,0,2857.04
1131,1791,2014-02-06 23:20:00,508,9,22,539,2534.92,67.41,178.64,2780.97
1132,1791,2014-03-07 09:46:00,534,163,26,723,2664.66,1220.87,211.12,4096.65
1133,1791,2014-04-06 21:01:00,493,11,35,539,2460.07,82.39,284.2,2826.66
1134,1791,2014-05-06 21:47:00,463,13,17,493,2310.37,97.37,138.04,2545.78
1135,1791,2014-06-04 19:33:00,494,21,25,540,2465.06,157.29,203,2825.35
1136,1791,2014-07-04 21:53:00,535,2,20,557,2669.65,14.98,162.4,2847.03
1137,1791,2014-08-03 10:16:00,484,198,18,700,2415.16,1483.02,146.16,4044.34
1138,1791,2014-09-30 21:11:00,481,0,15,496,2400.19,0,121.8,2521.99
1139,1791,2014-10-29 06:18:00,0,27,0,27,0,202.23,0,202.23
1140,1791,2014-11-27 04:06:00,470,26,0,496,2345.3,194.74,0,2540.04
1141,1791,2014-12-27 10:02:00,503,15,0,518,2509.97,112.35,0,2622.32
1142,1791,2015-01-26 10:46:00,499,12,4,515,2490.01,89.88,32.48,2612.37
1143,1791,2015-02-25 23:42:00,489,13,5,507,2440.11,97.37,40.6,2578.08
1144,1791,2015-03-27 06:42:00,508,3,0,511,2534.92,22.47,0,2557.39
1145,1791,2015-04-26 13:55:00,497,10,3,510,2480.03,74.9,24.36,2579.29
1146,1791,2015-05-25 14:00:00,488,0,11,499,2435.12,0,89.32,2524.44
1147,1791,2015-07-23 19:40:00,554,12,0,566,2764.46,89.88,0,2854.34
1148,1791,2015-08-22 20:00:00,499,0,0,499,2490.01,0,0,2490.01
1149,1791,2015-09-20 12:33:00,498,0,0,498,2485.02,0,0,2485.02
1150,1791,2015-10-19 00:42:00,487,17,45,549,2430.13,127.33,365.4,2922.86
1151,1791,2015-11-18 20:43:00,507,21,0,528,2529.93,157.29,0,2687.22
1152,1791,2015-12-18 16:51:00,484,17,44,545,2415.16,127.33,357.28,2899.77
1153,1791,2016-01-16 18:34:00,498,9,0,507,2485.02,67.41,0,2552.43
1154,1791,2016-02-14 11:47:00,489,0,39,528,2440.11,0,316.68,2756.79
1155,1791,2016-03-15 17:23:00,505,0,22,527,2519.95,0,178.64,2698.59
1156,1791,2016-04-14 08:26:00,508,0,0,508,2534.92,0,0,2534.92
1157,1791,2016-05-13 14:13:00,507,5,0,512,2529.93,37.45,0,2567.38
1158,1791,2016-06-11 11:56:00,490,7,2,499,2445.1,52.43,16.24,2513.77
1159,1791,2016-07-11 16:53:00,286,623,6,915,1427.14,4666.27,48.72,6142.13
1160,1791,2016-08-10 02:48:00,490,0,29,519,2445.1,0,235.48,2680.58
1161,1791,2016-09-09 02:34:00,509,8,6,523,2539.91,59.92,48.72,2648.55
1162,1791,2016-10-08 16:02:00,493,12,0,505,2460.07,89.88,0,2549.95
1163,1791,2016-11-07 03:45:00,509,11,32,552,2539.91,82.39,259.84,2882.14
1164,1791,2016-12-06 01:41:00,494,0,8,502,2465.06,0,64.96,2530.02
1165,1801,2015-11-03 14:04:00,298,151,16,465,1487.02,1130.99,129.92,2747.93
1166,1801,2015-12-02 12:19:00,313,22,1,336,1561.87,164.78,8.12,1734.77
1167,1801,2016-01-01 18:23:00,309,36,23,368,1541.91,269.64,186.76,1998.31
1168,1801,2016-01-31 01:51:00,272,48,12,332,1357.28,359.52,97.44,1814.24
1169,1801,2016-03-01 12:51:00,275,18,20,313,1372.25,134.82,162.4,1669.47
1170,1801,2016-03-30 13:11:00,301,39,1,341,1501.99,292.11,8.12,1802.22
1171,1801,2016-04-28 07:06:00,256,0,21,277,1277.44,0,170.52,1447.96
1172,1801,2016-05-27 03:25:00,280,40,0,320,1397.2,299.6,0,1696.8
1173,1801,2016-06-25 17:29:00,306,24,100,430,1526.94,179.76,812,2518.7
1174,1801,2016-07-24 11:47:00,297,26,0,323,1482.03,194.74,0,1676.77
1175,1801,2016-08-22 20:05:00,297,22,23,342,1482.03,164.78,186.76,1833.57
1176,1801,2016-09-20 10:31:00,295,34,20,349,1472.05,254.66,162.4,1889.11
1177,1801,2016-10-19 21:07:00,296,0,20,316,1477.04,0,162.4,1639.44
1178,1801,2016-11-18 08:36:00,305,0,0,305,1521.95,0,0,1521.95
1179,1801,2016-12-17 19:24:00,300,26,12,338,1497,194.74,97.44,1789.18
1180,1811,2016-11-26 21:41:00,566,6,6,578,2824.34,44.94,48.72,2918
1181,1811,2016-12-26 07:18:00,525,0,60,585,2619.75,0,487.2,3106.95
1182,1821,2016-12-22 21:02:00,330,73,22,425,1646.7,546.77,178.64,2372.11
1183,1831,2015-12-01 02:50:00,326,18,27,371,1626.74,134.82,219.24,1980.8
1184,1831,2015-12-30 19:01:00,297,19,24,340,1482.03,142.31,194.88,1819.22
1185,1831,2016-01-29 04:21:00,311,28,20,359,1551.89,209.72,162.4,1924.01
